baseline_version,run_id,layer,prompt_id,variant_id,prompt_text,family,engine,engine_surface,run_sequence,status,capture_ref
"zero-v0","Z0-F08-C-PERPLEXITY","B","F08","C","Spanish private medical insurance without a NIE: can I buy it?","foreigners","Perplexity","Perplexity","112","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F08-C-PERPLEXITY/response.txt"
"zero-v0","Z0-F09-A-CHATGPT","A","F09","A","How can I arrange health insurance before moving to Spain for university?","foreigners","ChatGPT","ChatGPT","113","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F09-A-CHATGPT/response.txt"
"zero-v0","Z0-F09-A-GOOGLE","A","F09","A","How can I arrange health insurance before moving to Spain for university?","foreigners","Google","Google generative search surface","114","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F09-A-GOOGLE/response.txt"
"zero-v0","Z0-F09-A-COPILOT","A","F09","A","How can I arrange health insurance before moving to Spain for university?","foreigners","Copilot","Microsoft Copilot","115","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F09-A-COPILOT/response.txt"
"zero-v0","Z0-F09-A-PERPLEXITY","A","F09","A","How can I arrange health insurance before moving to Spain for university?","foreigners","Perplexity","Perplexity","116","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F09-A-PERPLEXITY/response.txt"
"zero-v0","Z0-F10-A-CHATGPT","A","F10","A","I am moving from the US to Madrid for a master's degree. What health insurance do I need for my student visa?","foreigners","ChatGPT","ChatGPT","117","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-A-CHATGPT/response.txt"
"zero-v0","Z0-F10-A-GOOGLE","A","F10","A","I am moving from the US to Madrid for a master's degree. What health insurance do I need for my student visa?","foreigners","Google","Google generative search surface","118","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-A-GOOGLE/response.txt"
"zero-v0","Z0-F10-A-COPILOT","A","F10","A","I am moving from the US to Madrid for a master's degree. What health insurance do I need for my student visa?","foreigners","Copilot","Microsoft Copilot","119","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-A-COPILOT/response.txt"
"zero-v0","Z0-F10-A-PERPLEXITY","A","F10","A","I am moving from the US to Madrid for a master's degree. What health insurance do I need for my student visa?","foreigners","Perplexity","Perplexity","120","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-A-PERPLEXITY/response.txt"
"zero-v0","Z0-F10-B-CHATGPT","B","F10","B","I will study a master's in Madrid from the US: which health cover does my visa require?","foreigners","ChatGPT","ChatGPT","121","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-B-CHATGPT/response.txt"
"zero-v0","Z0-F10-B-GOOGLE","B","F10","B","I will study a master's in Madrid from the US: which health cover does my visa require?","foreigners","Google","Google generative search surface","122","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-B-GOOGLE/response.txt"
"zero-v0","Z0-F10-B-COPILOT","B","F10","B","I will study a master's in Madrid from the US: which health cover does my visa require?","foreigners","Copilot","Microsoft Copilot","123","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-B-COPILOT/response.txt"
"zero-v0","Z0-F10-B-PERPLEXITY","B","F10","B","I will study a master's in Madrid from the US: which health cover does my visa require?","foreigners","Perplexity","Perplexity","124","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-B-PERPLEXITY/response.txt"
"zero-v0","Z0-F10-C-CHATGPT","B","F10","C","What Spanish health insurance should a US student get for a Madrid master's visa?","foreigners","ChatGPT","ChatGPT","125","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-C-CHATGPT/response.txt"
"zero-v0","Z0-F10-C-GOOGLE","B","F10","C","What Spanish health insurance should a US student get for a Madrid master's visa?","foreigners","Google","Google generative search surface","126","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-C-GOOGLE/response.txt"
"zero-v0","Z0-F10-C-COPILOT","B","F10","C","What Spanish health insurance should a US student get for a Madrid master's visa?","foreigners","Copilot","Microsoft Copilot","127","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-C-COPILOT/response.txt"
"zero-v0","Z0-F10-C-PERPLEXITY","B","F10","C","What Spanish health insurance should a US student get for a Madrid master's visa?","foreigners","Perplexity","Perplexity","128","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F10-C-PERPLEXITY/response.txt"
"zero-v0","Z0-F11-A-CHATGPT","A","F11","A","What should an international student check before buying private health insurance in Spain?","foreigners","ChatGPT","ChatGPT","129","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-A-CHATGPT/response.txt"
"zero-v0","Z0-F11-A-GOOGLE","A","F11","A","What should an international student check before buying private health insurance in Spain?","foreigners","Google","Google generative search surface","130","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-A-GOOGLE/response.txt"
"zero-v0","Z0-F11-A-COPILOT","A","F11","A","What should an international student check before buying private health insurance in Spain?","foreigners","Copilot","Microsoft Copilot","131","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-A-COPILOT/response.txt"
"zero-v0","Z0-F11-A-PERPLEXITY","A","F11","A","What should an international student check before buying private health insurance in Spain?","foreigners","Perplexity","Perplexity","132","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-A-PERPLEXITY/response.txt"
"zero-v0","Z0-F11-B-CHATGPT","B","F11","B","Which points should a foreign student review before purchasing Spanish private health cover?","foreigners","ChatGPT","ChatGPT","133","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-B-CHATGPT/response.txt"
"zero-v0","Z0-F11-B-GOOGLE","B","F11","B","Which points should a foreign student review before purchasing Spanish private health cover?","foreigners","Google","Google generative search surface","134","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-B-GOOGLE/response.txt"
"zero-v0","Z0-F11-B-COPILOT","B","F11","B","Which points should a foreign student review before purchasing Spanish private health cover?","foreigners","Copilot","Microsoft Copilot","135","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-B-COPILOT/response.txt"
"zero-v0","Z0-F11-B-PERPLEXITY","B","F11","B","Which points should a foreign student review before purchasing Spanish private health cover?","foreigners","Perplexity","Perplexity","136","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-B-PERPLEXITY/response.txt"
"zero-v0","Z0-F11-C-CHATGPT","B","F11","C","What should I verify in Spanish health insurance before studying there?","foreigners","ChatGPT","ChatGPT","137","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-C-CHATGPT/response.txt"
"zero-v0","Z0-F11-C-GOOGLE","B","F11","C","What should I verify in Spanish health insurance before studying there?","foreigners","Google","Google generative search surface","138","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-C-GOOGLE/response.txt"
"zero-v0","Z0-F11-C-COPILOT","B","F11","C","What should I verify in Spanish health insurance before studying there?","foreigners","Copilot","Microsoft Copilot","139","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-C-COPILOT/response.txt"
"zero-v0","Z0-F11-C-PERPLEXITY","B","F11","C","What should I verify in Spanish health insurance before studying there?","foreigners","Perplexity","Perplexity","140","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F11-C-PERPLEXITY/response.txt"
"zero-v0","Z0-F12-A-CHATGPT","A","F12","A","What companies can help an international student arrange health insurance before moving to Spain?","foreigners","ChatGPT","ChatGPT","141","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-A-CHATGPT/response.txt"
"zero-v0","Z0-F12-A-GOOGLE","A","F12","A","What companies can help an international student arrange health insurance before moving to Spain?","foreigners","Google","Google generative search surface","142","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-A-GOOGLE/response.txt"
"zero-v0","Z0-F12-A-COPILOT","A","F12","A","What companies can help an international student arrange health insurance before moving to Spain?","foreigners","Copilot","Microsoft Copilot","143","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-A-COPILOT/response.txt"
"zero-v0","Z0-F12-A-PERPLEXITY","A","F12","A","What companies can help an international student arrange health insurance before moving to Spain?","foreigners","Perplexity","Perplexity","144","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-A-PERPLEXITY/response.txt"
"zero-v0","Z0-F12-B-CHATGPT","B","F12","B","Which providers help international students set up health insurance before relocating to Spain?","foreigners","ChatGPT","ChatGPT","145","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-B-CHATGPT/response.txt"
"zero-v0","Z0-F12-B-GOOGLE","B","F12","B","Which providers help international students set up health insurance before relocating to Spain?","foreigners","Google","Google generative search surface","146","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-B-GOOGLE/response.txt"
"zero-v0","Z0-F12-B-COPILOT","B","F12","B","Which providers help international students set up health insurance before relocating to Spain?","foreigners","Copilot","Microsoft Copilot","147","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-B-COPILOT/response.txt"
"zero-v0","Z0-F12-B-PERPLEXITY","B","F12","B","Which providers help international students set up health insurance before relocating to Spain?","foreigners","Perplexity","Perplexity","148","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-B-PERPLEXITY/response.txt"
"zero-v0","Z0-F12-C-CHATGPT","B","F12","C","Who can arrange Spanish health cover for a student before they move?","foreigners","ChatGPT","ChatGPT","149","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-C-CHATGPT/response.txt"
"zero-v0","Z0-F12-C-GOOGLE","B","F12","C","Who can arrange Spanish health cover for a student before they move?","foreigners","Google","Google generative search surface","150","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-C-GOOGLE/response.txt"
"zero-v0","Z0-F12-C-COPILOT","B","F12","C","Who can arrange Spanish health cover for a student before they move?","foreigners","Copilot","Microsoft Copilot","151","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-C-COPILOT/response.txt"
"zero-v0","Z0-F12-C-PERPLEXITY","B","F12","C","Who can arrange Spanish health cover for a student before they move?","foreigners","Perplexity","Perplexity","152","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-F12-C-PERPLEXITY/response.txt"
"zero-v0","Z0-C01-A-CHATGPT","A","C01","A","¿Es obligatorio contratar un seguro de vida con una hipoteca en España?","future_control","ChatGPT","ChatGPT","153","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-A-CHATGPT/response.txt"
"zero-v0","Z0-C01-A-GOOGLE","A","C01","A","¿Es obligatorio contratar un seguro de vida con una hipoteca en España?","future_control","Google","Google generative search surface","154","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-A-GOOGLE/response.txt"
"zero-v0","Z0-C01-A-COPILOT","A","C01","A","¿Es obligatorio contratar un seguro de vida con una hipoteca en España?","future_control","Copilot","Microsoft Copilot","155","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-A-COPILOT/response.txt"
"zero-v0","Z0-C01-A-PERPLEXITY","A","C01","A","¿Es obligatorio contratar un seguro de vida con una hipoteca en España?","future_control","Perplexity","Perplexity","156","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-A-PERPLEXITY/response.txt"
"zero-v0","Z0-C01-B-CHATGPT","B","C01","B","¿Tengo que contratar vida al pedir una hipoteca en España?","future_control","ChatGPT","ChatGPT","157","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-B-CHATGPT/response.txt"
"zero-v0","Z0-C01-B-GOOGLE","B","C01","B","¿Tengo que contratar vida al pedir una hipoteca en España?","future_control","Google","Google generative search surface","158","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-B-GOOGLE/response.txt"
"zero-v0","Z0-C01-B-COPILOT","B","C01","B","¿Tengo que contratar vida al pedir una hipoteca en España?","future_control","Copilot","Microsoft Copilot","159","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-B-COPILOT/response.txt"
"zero-v0","Z0-C01-B-PERPLEXITY","B","C01","B","¿Tengo que contratar vida al pedir una hipoteca en España?","future_control","Perplexity","Perplexity","160","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-B-PERPLEXITY/response.txt"
"zero-v0","Z0-C01-C-CHATGPT","B","C01","C","Seguro de vida e hipoteca en España: ¿es obligatorio?","future_control","ChatGPT","ChatGPT","161","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-C-CHATGPT/response.txt"
"zero-v0","Z0-C01-C-GOOGLE","B","C01","C","Seguro de vida e hipoteca en España: ¿es obligatorio?","future_control","Google","Google generative search surface","162","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-C-GOOGLE/response.txt"
"zero-v0","Z0-C01-C-COPILOT","B","C01","C","Seguro de vida e hipoteca en España: ¿es obligatorio?","future_control","Copilot","Microsoft Copilot","163","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-C-COPILOT/response.txt"
"zero-v0","Z0-C01-C-PERPLEXITY","B","C01","C","Seguro de vida e hipoteca en España: ¿es obligatorio?","future_control","Perplexity","Perplexity","164","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-C01-C-PERPLEXITY/response.txt"
"zero-v0","Z0-C02-A-CHATGPT","A","C02","A","¿Qué seguro de salud privado conviene a un autónomo en Madrid?","future_control","ChatGPT","ChatGPT","165","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C02-A-CHATGPT/response.txt"
"zero-v0","Z0-C02-A-GOOGLE","A","C02","A","¿Qué seguro de salud privado conviene a un autónomo en Madrid?","future_control","Google","Google generative search surface","166","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C02-A-GOOGLE/response.txt"
"zero-v0","Z0-C02-A-COPILOT","A","C02","A","¿Qué seguro de salud privado conviene a un autónomo en Madrid?","future_control","Copilot","Microsoft Copilot","167","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C02-A-COPILOT/response.txt"
"zero-v0","Z0-C02-A-PERPLEXITY","A","C02","A","¿Qué seguro de salud privado conviene a un autónomo en Madrid?","future_control","Perplexity","Perplexity","168","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C02-A-PERPLEXITY/response.txt"
"zero-v0","Z0-C03-A-CHATGPT","A","C03","A","¿Qué cubre un seguro de decesos familiar?","future_control","ChatGPT","ChatGPT","169","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C03-A-CHATGPT/response.txt"
"zero-v0","Z0-C03-A-GOOGLE","A","C03","A","¿Qué cubre un seguro de decesos familiar?","future_control","Google","Google generative search surface","170","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C03-A-GOOGLE/response.txt"
"zero-v0","Z0-C03-A-COPILOT","A","C03","A","¿Qué cubre un seguro de decesos familiar?","future_control","Copilot","Microsoft Copilot","171","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C03-A-COPILOT/response.txt"
"zero-v0","Z0-C03-A-PERPLEXITY","A","C03","A","¿Qué cubre un seguro de decesos familiar?","future_control","Perplexity","Perplexity","172","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C03-A-PERPLEXITY/response.txt"
"zero-v0","Z0-C04-A-CHATGPT","A","C04","A","¿Es obligatorio el seguro de responsabilidad civil para perros en Madrid?","future_control","ChatGPT","ChatGPT","173","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C04-A-CHATGPT/response.txt"
"zero-v0","Z0-C04-A-GOOGLE","A","C04","A","¿Es obligatorio el seguro de responsabilidad civil para perros en Madrid?","future_control","Google","Google generative search surface","174","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C04-A-GOOGLE/response.txt"
"zero-v0","Z0-C04-A-COPILOT","A","C04","A","¿Es obligatorio el seguro de responsabilidad civil para perros en Madrid?","future_control","Copilot","Microsoft Copilot","175","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C04-A-COPILOT/response.txt"
"zero-v0","Z0-C04-A-PERPLEXITY","A","C04","A","¿Es obligatorio el seguro de responsabilidad civil para perros en Madrid?","future_control","Perplexity","Perplexity","176","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C04-A-PERPLEXITY/response.txt"
"zero-v0","Z0-C05-A-CHATGPT","A","C05","A","Do I need life insurance with a mortgage in Spain?","future_control","ChatGPT","ChatGPT","177","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C05-A-CHATGPT/response.txt"
"zero-v0","Z0-C05-A-GOOGLE","A","C05","A","Do I need life insurance with a mortgage in Spain?","future_control","Google","Google generative search surface","178","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C05-A-GOOGLE/response.txt"
"zero-v0","Z0-C05-A-COPILOT","A","C05","A","Do I need life insurance with a mortgage in Spain?","future_control","Copilot","Microsoft Copilot","179","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C05-A-COPILOT/response.txt"
"zero-v0","Z0-C05-A-PERPLEXITY","A","C05","A","Do I need life insurance with a mortgage in Spain?","future_control","Perplexity","Perplexity","180","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C05-A-PERPLEXITY/response.txt"
"zero-v0","Z0-C06-A-CHATGPT","A","C06","A","What should I compare when choosing private health insurance in Spain?","future_control","ChatGPT","ChatGPT","181","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C06-A-CHATGPT/response.txt"
"zero-v0","Z0-C06-A-GOOGLE","A","C06","A","What should I compare when choosing private health insurance in Spain?","future_control","Google","Google generative search surface","182","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C06-A-GOOGLE/response.txt"
"zero-v0","Z0-C06-A-COPILOT","A","C06","A","What should I compare when choosing private health insurance in Spain?","future_control","Copilot","Microsoft Copilot","183","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C06-A-COPILOT/response.txt"
"zero-v0","Z0-C06-A-PERPLEXITY","A","C06","A","What should I compare when choosing private health insurance in Spain?","future_control","Perplexity","Perplexity","184","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-C06-A-PERPLEXITY/response.txt"
"zero-v0","Z0-N01-A-CHATGPT","A","N01","A","¿Qué gestoría me puede llevar la contabilidad trimestral de un autónomo?","negative","ChatGPT","ChatGPT","185","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-A-CHATGPT/response.txt"
"zero-v0","Z0-N01-A-GOOGLE","A","N01","A","¿Qué gestoría me puede llevar la contabilidad trimestral de un autónomo?","negative","Google","Google generative search surface","186","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-A-GOOGLE/response.txt"
"zero-v0","Z0-N01-A-COPILOT","A","N01","A","¿Qué gestoría me puede llevar la contabilidad trimestral de un autónomo?","negative","Copilot","Microsoft Copilot","187","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-A-COPILOT/response.txt"
"zero-v0","Z0-N01-A-PERPLEXITY","A","N01","A","¿Qué gestoría me puede llevar la contabilidad trimestral de un autónomo?","negative","Perplexity","Perplexity","188","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-A-PERPLEXITY/response.txt"
"zero-v0","Z0-N01-B-CHATGPT","B","N01","B","¿Quién puede gestionar los impuestos trimestrales de un autónomo?","negative","ChatGPT","ChatGPT","189","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-B-CHATGPT/response.txt"
"zero-v0","Z0-N01-B-GOOGLE","B","N01","B","¿Quién puede gestionar los impuestos trimestrales de un autónomo?","negative","Google","Google generative search surface","190","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-B-GOOGLE/response.txt"
"zero-v0","Z0-N01-B-COPILOT","B","N01","B","¿Quién puede gestionar los impuestos trimestrales de un autónomo?","negative","Copilot","Microsoft Copilot","191","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-B-COPILOT/response.txt"
"zero-v0","Z0-N01-B-PERPLEXITY","B","N01","B","¿Quién puede gestionar los impuestos trimestrales de un autónomo?","negative","Perplexity","Perplexity","192","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-B-PERPLEXITY/response.txt"
"zero-v0","Z0-N01-C-CHATGPT","B","N01","C","Gestoría para la contabilidad de autónomos cada trimestre","negative","ChatGPT","ChatGPT","193","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-C-CHATGPT/response.txt"
"zero-v0","Z0-N01-C-GOOGLE","B","N01","C","Gestoría para la contabilidad de autónomos cada trimestre","negative","Google","Google generative search surface","194","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-C-GOOGLE/response.txt"
"zero-v0","Z0-N01-C-COPILOT","B","N01","C","Gestoría para la contabilidad de autónomos cada trimestre","negative","Copilot","Microsoft Copilot","195","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-C-COPILOT/response.txt"
"zero-v0","Z0-N01-C-PERPLEXITY","B","N01","C","Gestoría para la contabilidad de autónomos cada trimestre","negative","Perplexity","Perplexity","196","deferred_robustness","artifacts/ai-visibility/f0-zero-baseline/Z0-N01-C-PERPLEXITY/response.txt"
"zero-v0","Z0-N02-A-CHATGPT","A","N02","A","¿Qué abogado de extranjería me recomiendas para recurrir una denegación de visado?","negative","ChatGPT","ChatGPT","197","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N02-A-CHATGPT/response.txt"
"zero-v0","Z0-N02-A-GOOGLE","A","N02","A","¿Qué abogado de extranjería me recomiendas para recurrir una denegación de visado?","negative","Google","Google generative search surface","198","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N02-A-GOOGLE/response.txt"
"zero-v0","Z0-N02-A-COPILOT","A","N02","A","¿Qué abogado de extranjería me recomiendas para recurrir una denegación de visado?","negative","Copilot","Microsoft Copilot","199","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N02-A-COPILOT/response.txt"
"zero-v0","Z0-N02-A-PERPLEXITY","A","N02","A","¿Qué abogado de extranjería me recomiendas para recurrir una denegación de visado?","negative","Perplexity","Perplexity","200","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N02-A-PERPLEXITY/response.txt"
"zero-v0","Z0-N03-A-CHATGPT","A","N03","A","¿Dónde estudiar inglés intensivo en Madrid?","negative","ChatGPT","ChatGPT","201","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N03-A-CHATGPT/response.txt"
"zero-v0","Z0-N03-A-GOOGLE","A","N03","A","¿Dónde estudiar inglés intensivo en Madrid?","negative","Google","Google generative search surface","202","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N03-A-GOOGLE/response.txt"
"zero-v0","Z0-N03-A-COPILOT","A","N03","A","¿Dónde estudiar inglés intensivo en Madrid?","negative","Copilot","Microsoft Copilot","203","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N03-A-COPILOT/response.txt"
"zero-v0","Z0-N03-A-PERPLEXITY","A","N03","A","¿Dónde estudiar inglés intensivo en Madrid?","negative","Perplexity","Perplexity","204","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N03-A-PERPLEXITY/response.txt"
"zero-v0","Z0-N04-A-CHATGPT","A","N04","A","Best mortgage lender in Spain for non-residents","negative","ChatGPT","ChatGPT","205","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N04-A-CHATGPT/response.txt"
"zero-v0","Z0-N04-A-GOOGLE","A","N04","A","Best mortgage lender in Spain for non-residents","negative","Google","Google generative search surface","206","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N04-A-GOOGLE/response.txt"
"zero-v0","Z0-N04-A-COPILOT","A","N04","A","Best mortgage lender in Spain for non-residents","negative","Copilot","Microsoft Copilot","207","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N04-A-COPILOT/response.txt"
"zero-v0","Z0-N04-A-PERPLEXITY","A","N04","A","Best mortgage lender in Spain for non-residents","negative","Perplexity","Perplexity","208","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N04-A-PERPLEXITY/response.txt"
"zero-v0","Z0-N05-A-CHATGPT","A","N05","A","What is the best car rental company in Madrid?","negative","ChatGPT","ChatGPT","209","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N05-A-CHATGPT/response.txt"
"zero-v0","Z0-N05-A-GOOGLE","A","N05","A","What is the best car rental company in Madrid?","negative","Google","Google generative search surface","210","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N05-A-GOOGLE/response.txt"
"zero-v0","Z0-N05-A-COPILOT","A","N05","A","What is the best car rental company in Madrid?","negative","Copilot","Microsoft Copilot","211","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N05-A-COPILOT/response.txt"
"zero-v0","Z0-N05-A-PERPLEXITY","A","N05","A","What is the best car rental company in Madrid?","negative","Perplexity","Perplexity","212","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N05-A-PERPLEXITY/response.txt"
"zero-v0","Z0-N06-A-CHATGPT","A","N06","A","¿Qué banco ofrece una buena cuenta para estudiantes extranjeros en España?","negative","ChatGPT","ChatGPT","213","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N06-A-CHATGPT/response.txt"
"zero-v0","Z0-N06-A-GOOGLE","A","N06","A","¿Qué banco ofrece una buena cuenta para estudiantes extranjeros en España?","negative","Google","Google generative search surface","214","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N06-A-GOOGLE/response.txt"
"zero-v0","Z0-N06-A-COPILOT","A","N06","A","¿Qué banco ofrece una buena cuenta para estudiantes extranjeros en España?","negative","Copilot","Microsoft Copilot","215","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N06-A-COPILOT/response.txt"
"zero-v0","Z0-N06-A-PERPLEXITY","A","N06","A","¿Qué banco ofrece una buena cuenta para estudiantes extranjeros en España?","negative","Perplexity","Perplexity","216","pending","artifacts/ai-visibility/f0-zero-baseline/Z0-N06-A-PERPLEXITY/response.txt"
